scenario_id,algorithm,mean_area,std_area,mean_rel_volume_error,mean_evals,mean_time_s,feasibility_rate
S1,SA,7773.396471376831,0.0,0.001801866352840458,10000.0,0.49122190475463867,0.0
S1,PSO,7827.116708111056,0.0,0.007380494456331724,10000.0,0.5256855487823486,0.0
S1,BFGS,7782.005334373728,0.0,0.0015365468441559766,5001.0,0.23673772811889648,0.0
S2,SA,7743.1652053765865,0.0,7.252436970556655e-06,10000.0,0.4041788578033447,1.0
S2,PSO,8590.623070244596,0.0,0.7007177375557484,10000.0,0.43007802963256836,0.0
S2,BFGS,7741.672759154895,0.0,1.899493926160241e-06,2515.0,0.10156393051147461,1.0
S8,SA,7669.303621760827,0.0,0.0002454829595557789,16000.0,0.9308080673217773,0.0
S8,PSO,9650.928435631187,0.0,0.0013885627549712403,16000.0,0.9868512153625488,0.0
S8,BFGS,7813.2435324915195,0.0,0.00041917466214670435,7001.0,0.43648266792297363,0.0
