scenario_id,algorithm,run_index,seed,penalized_objective,area,volume,total_height,rel_volume_error,rel_height_error,monotonic_violation,feasible,engineering_feasible,engineering_failed_checks,n_evals,time_s,budget,decision_vector
S2,SA,3,3,7748.449563663026,7747.208589055984,70314.46082212204,36.5,7.877101646700008e-05,0.0,0.0,True,True,,10000,1.3764798641204834,10000,"[31.847268719835284, 27.28943406025178, 24.131785629590297, 21.727159957263588, 20.211547427355747, 19.52729712984934, 19.90920135235417, 21.166448434633807, 23.651591465664243]"
S2,SA,4,4,7761.826459481101,7756.257075308938,70308.26542264088,36.5,0.00016687396699548266,0.0,0.0,True,True,,10000,1.3424079418182373,10000,"[32.267499682434895, 27.241580942699798, 24.29627610216133, 21.659248188997562, 20.389495873018852, 19.73032333860183, 19.9657180257956, 20.781602169600223, 22.995570268262142]"
S2,SA,5,5,7744.066655231773,7744.009829480362,70321.18532230752,36.5,1.6856119276392056e-05,0.0,0.0,True,True,,10000,1.219407320022583,10000,"[31.94430384669377, 27.05194056630102, 23.870799882671616, 21.55970763330663, 20.244580565657856, 19.719592091589504, 20.193830617897017, 21.243175325021397, 23.727453402762215]"
S2,SA,6,6,7747.1735755652035,7746.338810157921,70324.54303503504,36.5,6.46051626142798e-05,0.0,0.0,True,True,,10000,1.071589469909668,10000,"[32.13785517691888, 27.155995500065423, 24.066692626893275, 21.678674836766525, 20.235177089714497, 19.541809201401083, 19.903593036993726, 21.115670986783396, 23.5590117217493]"
S2,SA,7,7,7778.421736552349,7777.465678313641,70324.86190018365,36.5,6.913964993812124e-05,0.0,0.0,True,True,,10000,1.1613681316375732,10000,"[32.53800342894281, 28.4086897815056, 24.48623244323495, 21.670220996185307, 20.20664277133179, 18.804898407705824, 19.099987561401825, 20.480851670801965, 22.956183136754685]"
S2,SA,8,8,7756.47505508928,7756.306448881754,70317.9582590269,36.5,2.9034996773346076e-05,0.0,0.0,True,True,,10000,1.0604424476623535,10000,"[32.9034329797758, 27.33737799578026, 24.037287241481266, 21.563775407237067, 19.891178914185563, 19.022436639022292, 19.57083660074896, 20.98949603087306, 23.522582295196667]"
S2,SA,9,9,7757.644629555532,7757.424278667503,70317.6658902821,36.5,3.3192686545894025e-05,0.0,0.0,True,True,,10000,1.0660037994384766,10000,"[32.96542648987877, 27.821338700922617, 23.983256164370747, 21.383348824759906, 19.92297888380311, 19.195993752735404, 19.62436451803679, 20.65634367422983, 23.172616179079363]"
S2,PSO,0,10000,9072.707787487867,9075.026775121934,70338.72752261968,36.5,0.00026631858105346704,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.1311931610107422,10000,"[36.587382852525025, 34.48526647193686, 31.8594855506267, 21.920857912450863, 12.99083386108913, 5.0, 5.0, 17.015832214773674, 23.022303065101433]"
S2,PSO,1,10001,41215327.09031385,9402.324832206734,38516.966414685485,36.5,0.45226156975703236,0.0,0.19842897140819105,False,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.1452140808105469,10000,"[39.49842897140819, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 27.542090806312075]"
S2,PSO,2,10002,9657.583434625654,9657.529770292995,70318.84221726019,36.5,1.64644871987221e-05,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.1741743087768555,10000,"[38.69759733694907, 36.89822707381712, 33.182275815999475, 5.0, 5.0, 5.0, 5.0, 21.48953365145291, 25.394249287295654]"
S2,PSO,3,10003,9035.49073077739,9035.404420285182,70320.25000511225,36.5,3.5552490365172185e-06,0.0,0.0001252734441585801,False,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.139573574066162,10000,"[25.025219470521, 24.279564146397597, 23.629254318043863, 23.629275640781827, 23.629400914225986, 17.08084512537312, 23.846726396668153, 25.373007042324407, 25.37298237632255]"
S2,PSO,4,10004,8321322.699002098,10212.537801781713,56196.983186205645,36.5,0.2008392607194874,0.0,0.19216610514180132,False,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.220618486404419,10000,"[39.4921661051418, 39.5809089557937, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 27.462949033978752]"
S2,PSO,5,10005,9210.171557906655,9208.621598761187,70326.19047522343,36.5,8.803292411015205e-05,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.1061763763427734,10000,"[37.74430941420096, 34.57097454486377, 30.155061064820448, 21.380050063035405, 5.0, 5.0, 5.0, 19.38765927355107, 25.465863442396106]"
S2,PSO,6,10006,8422.56286712704,8422.318649110219,70322.77521132228,36.5,3.9465462489780904e-05,0.0,0.0001058929264523556,False,False,radius_second_diff,10000,1.1035306453704834,10000,"[31.596439155918777, 21.030820250164854, 21.030926143091307, 21.025752206277907, 20.992496416959366, 19.49307509717153, 23.698486000883147, 23.900380280571763, 27.26434708282938]"
S2,PSO,7,10007,9312.000310540767,9311.94878153486,70318.65855038006,36.5,1.907635978299558e-05,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.0899600982666016,10000,"[37.976858220810904, 35.82104527696338, 32.65335450040065, 27.33054356168234, 5.0, 5.0, 5.0, 5.0, 22.111144473967606]"
S2,PSO,8,10008,8997.811124262636,8997.30033345666,70316.66997299712,36.5,4.735533280553029e-05,0.0,0.00011161119742553183,False,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.0996952056884766,10000,"[35.390648310508325, 33.21129316869782, 30.785633887852324, 28.04960820090556, 18.201741027795446, 8.689537822616934, 8.689426211419509, 14.722583552053775, 16.20623104274215]"
S2,PSO,9,10009,10205.582788544125,10205.398815110144,70317.86961605663,36.5,3.0295562334579537e-05,0.0,9.046707049265024e-06,False,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.1367371082305908,10000,"[39.300009046707046, 39.2999618928565, 37.13913997179967, 5.0, 5.0, 5.0, 5.0, 5.011043261783364, 25.161439120165017]"
S2,BFGS,0,20000,7741.67348077033,7741.672759154898,70320.1335724127,36.5,1.8994939234700405e-06,0.0,0.0,True,True,,1895,0.18849968910217285,5000,"[31.82838761973063, 26.866329991123486, 23.60892295041015, 21.431666760820917, 20.244229253731127, 19.87926108950516, 20.32914506345105, 21.606812623158245, 23.892616965532778]"
S2,BFGS,1,20001,7741.673480770331,7741.672759154893,70320.13357241305,36.5,1.8994939284365644e-06,0.0,0.0,True,True,,2426,0.24422979354858398,5000,"[31.828387619713528, 26.86632999109271, 23.60892295040778, 21.431666760821205, 20.24422925373171, 19.879261089517083, 20.32914506347707, 21.606812623166608, 23.89261696555305]"
S2,BFGS,2,20002,7741.673480770331,7741.672759154888,70320.13357241346,36.5,1.8994939342308423e-06,0.0,0.0,True,True,,2165,0.22106409072875977,5000,"[31.828387619826234, 26.866329991147214, 23.608922950462386, 21.43166676087404, 20.244229253670195, 19.879261089400973, 20.32914506337386, 21.606812623097536, 23.892616965537968]"
S2,BFGS,3,20003,9392.185894541637,9380.949581720251,70303.33229616331,36.5,0.0002370265050723924,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",5001,0.4816925525665283,5000,"[38.925488737037234, 37.36415871572243, 34.90916429487325, 13.527225462862976, 11.789835008497167, 11.06002555603067, 11.080065347969745, 12.974869884411152, 15.105995035426409]"
S2,BFGS,4,20004,9346.681910580954,9319.885597236478,70294.26042403532,36.5,0.00036603492554998816,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",5001,0.4562056064605713,5000,"[36.91495158435085, 36.21967882027832, 32.920828558855256, 18.22811805987288, 14.6646771296968, 6.090677226688993, 6.431929467889681, 17.498412160716796, 19.451176593884917]"
S2,BFGS,5,20005,7741.67348077033,7741.67275915489,70320.13357241354,36.5,1.8994939354724734e-06,0.0,0.0,True,True,,1834,0.20933246612548828,5000,"[31.82838761969758, 26.866329991121997, 23.6089229504097, 21.43166676080583, 20.24422925374019, 19.879261089504407, 20.329145063486134, 21.606812623163293, 23.89261696555289]"
S2,BFGS,6,20006,9026.98431020928,8969.683715923977,70282.84449617755,36.5,0.0005283774718778003,0.0,0.0005411180513998914,False,False,"neck_radius,rel_radius_step,radius_second_diff",5001,0.5514466762542725,5000,"[37.58205911559111, 36.87302063083823, 22.858428084194816, 20.085514206469067, 19.2793503121302, 14.448487377031395, 14.447946258979995, 16.59468564386056, 16.779018424856307]"
S2,BFGS,7,20007,7741.673480864301,7741.672759239438,70320.13357328535,36.5,1.8995063331579303e-06,0.0,0.0,True,True,,5001,0.5509474277496338,5000,"[31.828429154675135, 26.866370378834752, 23.608897322751712, 21.431662193594967, 20.24420885935557, 19.879214706037853, 20.329140943093975, 21.606801089707755, 23.89261495618998]"
S2,BFGS,8,20008,7741.673480770331,7741.672759154888,70320.13357241346,36.5,1.8994939342308423e-06,0.0,0.0,True,True,,2177,0.2457880973815918,5000,"[31.82838761971069, 26.86632999111057, 23.608922950397957, 21.431666760828282, 20.24422925371929, 19.87926108949041, 20.329145063488895, 21.606812623172114, 23.8926169655585]"
S2,BFGS,9,20009,8868.306749048637,8833.87380488149,70290.82230747204,36.5,0.0004149273681449874,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",5001,0.5787191390991211,5000,"[37.27414954843966, 34.39509029242713, 25.427397606667917, 21.058348749011433, 12.278069021432747, 10.034915681893073, 14.827136937689962, 16.08345182173323, 25.314534809077657]"
S3,SA,0,0,7744.944533247846,7744.818368062721,70321.7661745762,36.5,2.5116248239499325e-05,0.0,0.0,True,True,,10000,1.407522439956665,10000,"[31.599267328909225, 26.384860187649387, 23.280015022913584, 21.458343366370535, 20.343776834363805, 20.11900686938612, 20.703051628862724, 21.914958318396096, 24.08521552315894]"
S3,SA,1,1,7747.325552443638,7746.192457999265,70314.70706062882,36.5,7.526933121703642e-05,0.0,0.0,True,True,,10000,2.3420441150665283,10000,"[31.86240302196786, 27.251628936911132, 23.963672955957797, 21.52690985958099, 20.144629447993648, 19.51879768555496, 20.16523384121532, 21.360668704115724, 23.63534657290251]"
S3,SA,2,2,7744.333693967731,7744.216136159256,70318.29513653145,36.5,2.42443610430726e-05,0.0,0.0,True,True,,10000,1.4160869121551514,10000,"[31.309897981365857, 26.785910948854884, 23.636681157880556, 21.345222607344922, 20.217035521311164, 20.038665464921245, 20.57687393959044, 21.889732197605635, 24.073365527775984]"
S3,SA,3,3,7748.935373828218,7748.065967759424,70324.63633915722,36.5,6.593201304355971e-05,0.0,0.0,True,True,,10000,1.4801459312438965,10000,"[31.11575279850156, 26.805194488843053, 23.917162927164743, 21.93684410741105, 20.4471845160633, 20.014333205985032, 20.299448557562144, 21.560974989153397, 23.867158784732254]"
S3,SA,4,4,7816.683522924484,7816.617219759686,70321.28035674471,36.5,1.8207576005571003e-05,0.0,0.0,True,True,,10000,2.718698024749756,10000,"[33.07940983266868, 29.2951984595233, 25.296987380709016, 21.64237777751373, 19.336547575002058, 18.410363822214826, 18.441233580440976, 19.788298344989016, 22.362310142393394]"
S3,SA,5,5,7744.477757169693,7744.0697208919455,70323.17623957623,36.5,4.5168367125062086e-05,0.0,0.0,True,True,,10000,4.071848154067993,10000,"[31.397983400908817, 26.636124215495027, 23.568715542168512, 21.399130777202213, 20.194333789068306, 20.002953574630496, 20.554285515013312, 21.852777187398598, 24.2525427224792]"
S3,SA,6,6,7742.779029081367,7742.773501939608,70320.36966996462,36.5,5.2569676425531286e-06,0.0,0.0,True,True,,10000,1.837982416152954,10000,"[31.899212886167568, 26.799006952550847, 23.545148616593792, 21.33522032082847, 20.24805972198748, 19.888830347077953, 20.283095763308722, 21.565994686376673, 24.020781839182373]"
S3,SA,7,7,7750.908602886447,7750.87282326578,70320.9405496587,36.5,1.337527956056212e-05,0.0,0.0,True,True,,10000,1.355882167816162,10000,"[32.08223283277559, 26.925742499740767, 24.10001545519521, 21.901373077695506, 20.220855788563654, 19.673728009144106, 19.919968165380563, 21.174644996006457, 23.42229967587083]"
S3,SA,8,8,7749.922974559291,7749.733155576455,70317.83362475112,36.5,3.0807384085354164e-05,0.0,0.0,True,True,,10000,1.3665759563446045,10000,"[32.52291112399465, 27.366581386545803, 23.913322234338512, 21.337889741282563, 20.04021757516653, 19.63713618769681, 19.926104699374672, 21.019322956067906, 23.326115983685515]"
S3,SA,9,9,7743.171545267488,7742.866328729614,70322.74705841824,36.5,3.906510833681322e-05,0.0,0.0,True,True,,10000,2.276432514190674,10000,"[31.60053267417176, 26.966001302413495, 23.66902809966582, 21.377484190097302, 20.248148031330082, 19.8617757556419, 20.444398915893206, 21.659872320750047, 23.876554860116844]"
S3,PSO,0,10000,8014.338354840782,8014.304512527579,70319.08526797425,36.5,1.3008134609599986e-05,0.0,0.0,True,False,radius_second_diff,10000,1.8587853908538818,10000,"[27.80300262970709, 27.165816918187836, 25.285944252888967, 23.504768170049548, 21.193929244777543, 19.973217169902703, 20.468330181786975, 22.274158938364636, 23.37877866996377]"
S3,PSO,1,10001,8440.219049947053,8440.230508329754,70320.7754647094,36.5,1.1027655139321048e-05,0.0,0.0,True,False,"neck_radius,rel_radius_step",10000,1.5788085460662842,10000,"[36.569312783725756, 30.46453694085645, 27.598877533342502, 22.512858237473125, 14.333905324652441, 12.024002743708941, 13.828323188313613, 19.204554177600798, 24.025443591524102]"
S3,PSO,2,10002,8749.502536735845,8749.48747223336,70319.38970246482,36.5,8.6788614218192e-06,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.576890468597412,10000,"[36.96150892687029, 33.92359938224841, 29.886575268313575, 24.073001942946295, 12.0, 12.0, 12.0, 12.0, 21.80488155356741]"
S3,PSO,3,10003,7799.843583198775,7799.843223037258,70320.09436534179,36.5,1.3419417205998522e-06,0.0,0.0,True,True,,10000,2.9651260375976562,10000,"[32.81704997315168, 27.784660201483, 22.89215387451672, 20.06872379403269, 18.99083631260566, 18.6901674054382, 20.065212889479188, 22.315937993151028, 24.87147476853958]"
S3,PSO,4,10004,8565.903378457555,8565.891834818807,70319.46576144396,36.5,7.597249090388845e-06,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.6461460590362549,10000,"[36.47912138743324, 32.9694291592704, 28.484350938912335, 22.35818370275603, 12.0, 12.0, 12.0, 18.13532110428465, 23.223410047900675]"
S3,PSO,5,10005,8382.730339365913,8381.050236489617,70326.44513178502,36.5,9.165432003723009e-05,0.0,0.0,True,False,radius_second_diff,10000,1.7193272113800049,10000,"[32.07352950233775, 23.113444234775475, 22.59395172105141, 19.23075222387052, 19.201286116605832, 18.187661224275658, 23.469303267179487, 23.960616514564077, 27.35996056515741]"
S3,PSO,6,10006,7743.335330849017,7743.335201056123,70320.08518280862,36.5,1.2113596219579378e-06,0.0,0.0,True,True,,10000,1.8980629444122314,10000,"[31.93616039297868, 27.167956050526215, 23.735953883459082, 21.36816895653854, 20.209236703096728, 19.7369419211162, 20.193832794551252, 21.424691590556655, 23.69604749628871]"
S3,PSO,7,10007,8407.106989821557,8407.032555657923,70318.4271535686,36.5,2.2366985657018748e-05,0.0,0.0,True,False,"neck_radius,radius_second_diff",10000,1.6582999229431152,10000,"[35.857301778032465, 32.21401123985825, 27.944067966145422, 23.44053663781805, 18.35527362051122, 12.0, 12.0, 16.702012095218116, 21.494177730810527]"
S3,PSO,8,10008,7855.393278515407,7855.392844181358,70319.90631141624,36.5,1.3323177440016211e-06,0.0,3.982962063275863e-06,False,False,,10000,1.5804719924926758,10000,"[33.18812951137337, 27.30651610381083, 24.84972538440251, 20.784311002672823, 18.056137353556593, 18.056141336518657, 19.45748820297365, 21.792036546672037, 24.56759059283432]"
S3,PSO,9,10009,8626.356518164432,8624.680912586648,70326.51989105958,36.5,9.27174496527175e-05,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",10000,1.681882619857788,10000,"[32.74635734406228, 30.55325315681323, 30.185865951490264, 16.73780860695825, 16.68539455346712, 16.19255737004945, 16.207193756479917, 20.22438086984083, 24.930297364218085]"
S3,BFGS,0,20000,7741.692545893121,7741.691824035533,70320.13359482263,36.5,1.8998126085510953e-06,0.0,0.0,True,True,,2096,0.30278515815734863,5000,"[31.748082639547146, 26.865786766214107, 23.57170292062804, 21.430681704560687, 20.232639999848708, 19.87816417260606, 20.3399458106049, 21.65374057539774, 23.930337047164947]"
S3,BFGS,1,20001,8682.971495259528,8617.988529419365,70279.91668528288,36.5,0.0005700130079226613,0.0,0.0,True,False,"neck_radius,rel_radius_step,radius_second_diff",5001,0.5773022174835205,5000,"[35.92274838762468, 28.7412861205294, 19.434341681881687, 18.78786460879624, 17.819711719717315, 14.027122956443907, 22.11086063394461, 23.470281131730808, 24.905133195898962]"
