Algorithm,Problem,Run_ID,Best_Value,Time_s,Evals,Success
PSO,rosenbrock,3,0.0,0.07708907127380371,10020,True
PSO,rosenbrock,4,0.0,0.07765913009643555,10020,True
PSO,rosenbrock,5,0.0,0.07726621627807617,10020,True
PSO,rosenbrock,6,0.0,0.07659506797790527,10020,True
PSO,rosenbrock,7,0.0,0.0766141414642334,10020,True
PSO,rosenbrock,8,0.0,0.07599997520446777,10020,True
PSO,rosenbrock,9,0.0,0.07609987258911133,10020,True
PSO,rosenbrock,10,0.0,0.0738978385925293,10020,True
PSO,rosenbrock,11,0.0,0.0735938549041748,10020,True
PSO,rosenbrock,12,0.0,0.07319307327270508,10020,True
PSO,rosenbrock,13,0.0,0.07455706596374512,10020,True
PSO,rosenbrock,14,0.0,0.075714111328125,10020,True
PSO,rosenbrock,15,0.0,0.07685518264770508,10020,True
PSO,rosenbrock,16,0.0,0.07685399055480957,10020,True
PSO,rosenbrock,17,0.0,0.07699394226074219,10020,True
PSO,rosenbrock,18,0.0,0.07466697692871094,10020,True
PSO,rosenbrock,19,0.0,0.07421207427978516,10020,True
PSO,rosenbrock,20,0.0,0.07419013977050781,10020,True
PSO,rosenbrock,21,0.0,0.07425713539123535,10020,True
PSO,rosenbrock,22,0.0,0.07494997978210449,10020,True
PSO,rosenbrock,23,0.0,0.07555699348449707,10020,True
PSO,rosenbrock,24,0.0,0.07560920715332031,10020,True
PSO,rosenbrock,25,0.0,0.07549691200256348,10020,True
PSO,rosenbrock,26,0.0,0.07514786720275879,10020,True
PSO,rosenbrock,27,0.0,0.0741262435913086,10020,True
PSO,rosenbrock,28,0.0,0.0749979019165039,10020,True
PSO,rosenbrock,29,0.0,0.07489776611328125,10020,True
SA,constrained_rosenbrock,0,0.046441269240270366,0.08579683303833008,10000,False
SA,constrained_rosenbrock,1,0.04604560387893796,0.08417010307312012,10000,False
SA,constrained_rosenbrock,2,0.04660921447682215,0.08489775657653809,10000,False
SA,constrained_rosenbrock,3,0.04592659599771621,0.08570098876953125,10000,False
SA,constrained_rosenbrock,4,0.04692879951896251,0.08681607246398926,10000,False
SA,constrained_rosenbrock,5,0.04603663411810574,0.08719730377197266,10000,False
SA,constrained_rosenbrock,6,0.04630600786259232,0.08713912963867188,10000,False
SA,constrained_rosenbrock,7,0.0463180527673854,0.08738207817077637,10000,False
SA,constrained_rosenbrock,8,0.04614277456479076,0.08747601509094238,10000,False
SA,constrained_rosenbrock,9,0.04577436115178366,0.08568000793457031,10000,False
SA,constrained_rosenbrock,10,0.04635387486085802,0.08729815483093262,10000,False
SA,constrained_rosenbrock,11,0.0460299702814317,0.08583879470825195,10000,False
SA,constrained_rosenbrock,12,0.04610254330884297,0.08395600318908691,10000,False
SA,constrained_rosenbrock,13,0.04577040511577803,0.08567404747009277,10000,False
SA,constrained_rosenbrock,14,0.0459068622884385,0.08526897430419922,10000,False
SA,constrained_rosenbrock,15,0.046104729419392566,0.08664298057556152,10000,False
SA,constrained_rosenbrock,16,0.04652968364914118,0.08545398712158203,10000,False
SA,constrained_rosenbrock,17,0.04586826154146417,0.08449602127075195,10000,False
SA,constrained_rosenbrock,18,0.04638285148627327,0.08428192138671875,10000,False
SA,constrained_rosenbrock,19,0.04580890201911581,0.08496999740600586,10000,False
SA,constrained_rosenbrock,20,0.04617067930544792,0.08538293838500977,10000,False
SA,constrained_rosenbrock,21,0.04580835952606148,0.08423709869384766,10000,False
SA,constrained_rosenbrock,22,0.04614630380321809,0.08623909950256348,10000,False
SA,constrained_rosenbrock,23,0.045756591420381396,0.08492803573608398,10000,False
SA,constrained_rosenbrock,24,0.04729409477568845,0.08420491218566895,10000,False
SA,constrained_rosenbrock,25,0.04641221290288768,0.08497500419616699,10000,False
SA,constrained_rosenbrock,26,0.04600917885070208,0.08418822288513184,10000,False
SA,constrained_rosenbrock,27,0.046804738101217706,0.08489298820495605,10000,False
SA,constrained_rosenbrock,28,0.04649177155473025,0.0869898796081543,10000,False
SA,constrained_rosenbrock,29,0.04614651737903826,0.08559703826904297,10000,False
PSO,constrained_rosenbrock,0,0.04567111883503291,0.10001730918884277,10020,False
PSO,constrained_rosenbrock,1,0.04567111883503291,0.1013650894165039,10020,False
PSO,constrained_rosenbrock,2,0.04567111883503291,0.10139083862304688,10020,False
PSO,constrained_rosenbrock,3,0.04567111883503291,0.09998726844787598,10020,False
PSO,constrained_rosenbrock,4,0.045671118835032914,0.09995889663696289,10020,False
PSO,constrained_rosenbrock,5,0.04567111883503291,0.09869790077209473,10020,False
PSO,constrained_rosenbrock,6,0.04567111883503291,0.09876489639282227,10020,False
PSO,constrained_rosenbrock,7,0.04567111883503291,0.09756088256835938,10020,False
PSO,constrained_rosenbrock,8,0.045671118835032914,0.09868383407592773,10020,False
PSO,constrained_rosenbrock,9,0.04567111883503291,0.10006022453308105,10020,False
PSO,constrained_rosenbrock,10,0.04567111883503291,0.09993505477905273,10020,False
PSO,constrained_rosenbrock,11,0.04567111883503291,0.10002493858337402,10020,False
PSO,constrained_rosenbrock,12,0.045671118835032914,0.09962892532348633,10020,False
PSO,constrained_rosenbrock,13,0.04567111883503291,0.09994864463806152,10020,False
PSO,constrained_rosenbrock,14,0.045671118835032914,0.10012984275817871,10020,False
PSO,constrained_rosenbrock,15,0.04567111883503291,0.10049915313720703,10020,False
PSO,constrained_rosenbrock,16,0.04567111883503291,0.09969115257263184,10020,False
PSO,constrained_rosenbrock,17,0.04567111883503291,0.1004648208618164,10020,False
PSO,constrained_rosenbrock,18,0.04567111883503291,0.09970307350158691,10020,False
PSO,constrained_rosenbrock,19,0.04567111883503291,0.09968209266662598,10020,False
PSO,constrained_rosenbrock,20,0.04567111883503291,0.09915781021118164,10020,False
PSO,constrained_rosenbrock,21,0.04567111883503291,0.10072088241577148,10020,False
PSO,constrained_rosenbrock,22,0.045671118835032914,0.10084390640258789,10020,False
PSO,constrained_rosenbrock,23,0.04567111883503291,0.10009908676147461,10020,False
PSO,constrained_rosenbrock,24,0.04567111883503291,0.10063314437866211,10020,False
PSO,constrained_rosenbrock,25,0.04567111883503291,0.10142302513122559,10020,False
PSO,constrained_rosenbrock,26,0.045671118835032914,0.10187005996704102,10020,False
PSO,constrained_rosenbrock,27,0.04567111883503291,0.10117721557617188,10020,False
PSO,constrained_rosenbrock,28,0.04567111883503291,0.10169601440429688,10020,False
PSO,constrained_rosenbrock,29,0.04567111883503291,0.10140800476074219,10020,False
