z_m,radius_m
0.000000,39.300000
3.650000,31.936160
7.300000,27.167956
10.950000,23.735954
14.600000,21.368169
18.250000,20.209237
21.900000,19.736942
25.550000,20.193833
29.200000,21.424692
32.850000,23.696047
36.500000,27.400000
