z_m,radius_m
0.000000,39.300000
2.530748,34.596386
4.701147,31.521526
8.625954,28.117398
10.764878,26.585867
14.329165,25.648571
16.863840,24.189415
20.721978,24.221122
26.266961,25.775162
30.126086,27.406460
37.082826,27.400000
