z_m,radius_m
0.000000,39.300000
3.041667,34.187145
6.083333,29.394637
9.125000,25.444981
12.166667,22.333441
15.208333,20.241333
18.250000,19.091449
21.291667,18.867332
24.333333,19.337426
27.375000,20.571737
30.416667,22.446393
33.458333,24.842670
36.500000,27.400000
