z_m,radius_m
0.000000,39.300000
3.600000,33.317671
7.300000,28.016739
10.900000,23.804637
14.600000,20.742376
18.200000,18.965775
21.900000,18.487825
25.500000,19.330964
29.100000,21.340839
32.800000,24.213439
36.500000,27.400000
