z_m,radius_m
0.000000,39.300000
2.000000,34.940000
4.232888,30.730000
7.427768,27.010000
10.419657,23.770000
13.710051,21.420000
18.431417,20.150000
23.470222,20.220000
28.712196,21.580000
33.033188,24.080000
36.494153,27.400000
