z_m,radius_m
0.000000,39.300000
2.006301,34.940000
4.006301,30.730000
7.002258,27.010000
10.568740,23.770000
14.753177,21.420000
20.253177,20.150000
23.791670,20.220000
28.446510,21.580000
33.233489,24.080000
36.497594,27.400000
