z_m,radius_m
0.000000,39.300000
2.676331,33.421245
5.839831,28.598679
9.363290,24.863042
13.138259,22.193367
17.071405,20.555483
21.081446,19.919131
25.099544,20.268747
29.060917,21.612421
32.889391,23.977415
36.496904,27.400000
