z_m,radius_m
0.000000,39.300000
6.000000,27.861410
7.756910,26.273965
12.879702,22.904022
15.968531,19.191841
17.600451,18.236490
19.100451,18.114222
22.096322,19.584950
26.315427,21.044941
31.216843,23.752559
36.482594,27.400000
