z_m,radius_m
0.000000,39.300000
1.723741,34.940000
4.374107,30.730000
7.219257,27.010000
10.869885,23.770000
15.464863,21.420000
19.820833,20.150000
23.857117,20.220000
29.425954,21.580000
33.573137,24.080000
36.497869,27.400000
