z_m,radius_m
0.000000,39.300000
2.000000,34.940000
4.297271,30.730000
7.094764,27.010000
10.583810,23.770000
14.596041,21.420000
19.145174,20.150000
24.570549,20.220000
29.021044,21.580000
33.070186,24.080000
36.496807,27.400000
