scenario_id,best_tradeoff_algorithm,best_tradeoff_feasibility_rate,best_tradeoff_mean_area,fastest_algorithm,fastest_mean_evals
S1,SA,0.4,7783.357235447975,BFGS,5001.0
S2,SA,1.0,7766.93595341788,BFGS,4215.4
S3,SA,1.0,7750.712856042075,BFGS,2410.2
S4,BFGS,1.0,7779.854558454795,BFGS,4391.3
S5,BFGS,1.0,7742.564311632576,BFGS,3371.2
S6,BFGS,1.0,7741.717219150052,BFGS,1403.3
S7,BFGS,1.0,7851.715245946034,BFGS,7000.9
S8,SA,0.0,7660.778111673973,BFGS,7000.9
