scenario_id,algorithm,run_index,seed,penalized_objective,area,volume,total_height,rel_volume_error,rel_height_error,monotonic_violation,feasible,n_evals,time_s,budget,decision_vector
S1,SA,0,50000,213973.5980958817,7773.396471376831,70446.70724193174,36.5,0.001801866352840458,0.0,0.0,False,10000,0.49122190475463867,10000,"[33.39908787761278, 27.93721825258387, 23.707346667640593, 20.794507395260837, 19.10652512087181, 18.67593368212516, 19.433732045293223, 21.333051291064034, 24.10309302320481]"
S1,PSO,0,60000,396446.9883827674,7827.116708111056,70838.99637016925,36.5,0.007380494456331724,0.0,0.017360877327668334,False,10000,0.5256855487823486,10000,"[32.72176490467973, 28.748899339004655, 24.469590024273096, 20.4118569356283, 18.28345499556257, 18.300815872890237, 19.96521544813682, 21.77822660301617, 24.45576401700785]"
S1,BFGS,0,70000,211178.34048080802,7782.005334373728,70428.04997408105,36.5,0.0015365468441559766,0.0,0.0,False,5001,0.23673772811889648,5000,"[33.45824666445651, 28.17640131064142, 23.846221039069725, 20.717235373668814, 18.91861728838231, 18.474726631069558, 19.31444565780266, 21.273449984020132, 24.091268250993302]"
S2,SA,0,50000,7743.175724944987,7743.1652053765865,70320.50999136777,36.5,7.252436970556655e-06,0.0,0.0,True,10000,0.4041788578033447,10000,"[32.09438490999125, 26.91142076801156, 23.630467335865497, 21.331269251423738, 20.228035566615457, 19.894935292709693, 20.33311919162206, 21.482938267205018, 23.665621053556936]"
S2,PSO,0,60000,98453082.85353495,8590.623070244596,21045.528695079778,36.5,0.7007177375557484,0.0,0.22064572754324274,False,10000,0.43007802963256836,10000,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 27.62064572754324]"
S2,BFGS,0,70000,7741.67348077033,7741.672759154895,70320.13357241289,36.5,1.899493926160241e-06,0.0,0.0,True,2515,0.10156393051147461,5000,"[31.82838761971482, 26.86632999110752, 23.608922950423636, 21.431666760827035, 20.244229253738386, 19.87926108951966, 20.329145063472968, 21.606812623156415, 23.892616965518755]"
S8,SA,0,50000,62168.74588607221,7669.303621760827,90022.09346636002,36.3085000673731,0.0002454829595557789,0.005246573496627312,0.0,False,16000,0.9308080673217773,16000,"[36.75238237722249, 33.85144222691504, 30.93881513456141, 28.525548252618304, 26.69177177311938, 25.66978354801892, 25.672399103328008, 25.96022088044147, 26.511923007616648, 1.5, 1.523851601288877, 2.2207764092018594, 3.831965013700954, 2.6739180218348313, 3.309924809050187, 5.890620952992604, 5.495191280204448, 4.060328617679777, 5.801923361419564]"
S8,PSO,0,60000,3890455.3556351094,9650.928435631187,90124.97064794741,48.05848904427795,0.0013885627549712403,0.3166709327199438,0.0,False,16000,0.9868512153625488,16000,"[33.85315844014561, 30.150025362236573, 27.201791757855634, 23.060327616906434, 17.61915358142525, 14.221288769040607, 14.675187986713194, 16.992087718857128, 20.840542489782653, 3.8007167036932414, 6.9052562141193805, 6.935920381340275, 3.789862856638886, 3.6939164653873116, 6.646280306842632, 6.908008348616669, 3.8146615443272482, 2.1162778417155557, 3.4475883815967463]"
S8,BFGS,0,70000,45886.169968256465,7813.2435324915195,90037.7257195932,36.40203386343728,0.00041917466214670435,0.0026840037414443295,0.002648899113268044,False,7001,0.43648266792297363,7000,"[36.25261367071288, 33.37561189122548, 30.823407491023968, 28.73575436264282, 27.238956259991575, 26.444818085853637, 26.44216918674037, 26.615311517815467, 26.95555057076709, 1.4998987626482028, 1.4999303298997428, 1.499956902777597, 1.4999777592795436, 2.160482043564295, 3.888885346093805, 7.000001790685301, 7.000003159395379, 6.655435879877532, 3.697461889215888]"
