scenario_id,algorithm,runs,mean_area,std_area,mean_rel_volume_error,mean_rel_height_error,mean_monotonic_violation,mean_evals,mean_time_s,feasibility_rate,best_feasible_area,best_penalized_objective
S1,SA,1,7773.396471376831,0.0,0.001801866352840458,0.0,0.0,10000.0,0.49122190475463867,0.0,,213973.5980958817
S1,PSO,1,7827.116708111056,0.0,0.007380494456331724,0.0,0.017360877327668334,10000.0,0.5256855487823486,0.0,,396446.9883827674
S1,BFGS,1,7782.005334373728,0.0,0.0015365468441559766,0.0,0.0,5001.0,0.23673772811889648,0.0,,211178.34048080802
S2,SA,1,7743.1652053765865,0.0,7.252436970556655e-06,0.0,0.0,10000.0,0.4041788578033447,1.0,7743.1652053765865,7743.175724944987
S2,PSO,1,8590.623070244596,0.0,0.7007177375557484,0.0,0.22064572754324274,10000.0,0.43007802963256836,0.0,,98453082.85353495
S2,BFGS,1,7741.672759154895,0.0,1.899493926160241e-06,0.0,0.0,2515.0,0.10156393051147461,1.0,7741.672759154895,7741.67348077033
S8,SA,1,7669.303621760827,0.0,0.0002454829595557789,0.005246573496627312,0.0,16000.0,0.9308080673217773,0.0,,62168.74588607221
S8,PSO,1,9650.928435631187,0.0,0.0013885627549712403,0.3166709327199438,0.0,16000.0,0.9868512153625488,0.0,,3890455.3556351094
S8,BFGS,1,7813.2435324915195,0.0,0.00041917466214670435,0.0026840037414443295,0.002648899113268044,7001.0,0.43648266792297363,0.0,,45886.169968256465
