element_label,centroid_x,centroid_y,centroid_z,mises_pa_avg,mises_pa_max
1,37.78773021697998,0.7604165077209473,2.973958730697632,1294715.0,2174289.5
2,36.85727119445801,0.7604165077209473,8.848647832870483,1294040.359375,2175305.75
3,35.01926326751709,0.7604165077209473,14.505454063415527,1292992.1875,2177527.0
4,32.318965435028076,0.7604165077209473,19.805087566375732,1292084.015625,2181300.25
5,28.822867393493652,0.7604165077209473,24.617053985595703,1291875.84375,2187039.5
6,24.617053985595703,0.7604165077209473,28.822867393493652,1292786.140625,2195071.0
7,19.805087566375732,0.7604165077209473,32.318965435028076,1294948.1875,2205460.75
8,14.505454063415527,0.7604165077209473,35.01926326751709,1298186.953125,2217904.0
9,8.848647832870483,0.7604165077209473,36.85727119445801,1302088.71875,2231759.25
10,2.973958730697632,0.7604165077209473,37.78773021697998,1306125.9375,2246146.25
11,-2.973958730697632,0.7604165077209473,37.78773021697998,1309655.8125,2260021.0
12,-8.848647832870483,0.7604165077209473,36.85727119445801,1311966.46875,2272326.75
13,-14.505454063415527,0.7604165077209473,35.01926326751709,1312725.53125,2282635.0
14,-19.805087566375732,0.7604165077209473,32.318965435028076,1313164.265625,2290625.5
15,-24.617053985595703,0.7604165077209473,28.822867393493652,1313969.421875,2295176.25
16,-28.822867393493652,0.7604165077209473,24.617053985595703,1314585.546875,2296242.5
17,-32.318965435028076,0.7604165077209473,19.805087566375732,1315545.125,2295717.0
18,-35.01926326751709,0.7604165077209473,14.505454063415527,1316272.953125,2295002.25
19,-36.85727119445801,0.7604165077209473,8.848647832870483,1316299.3125,2294176.5
20,-37.78773021697998,0.7604165077209473,2.973958730697632,1316175.65625,2293544.25
21,-37.78773021697998,0.7604165077209473,-2.973958730697632,1316175.65625,2293544.25
22,-36.85727119445801,0.7604165077209473,-8.848647832870483,1316299.3125,2294176.5
23,-35.01926326751709,0.7604165077209473,-14.505454063415527,1316272.953125,2295002.25
24,-32.318965435028076,0.7604165077209473,-19.805087566375732,1315545.125,2295717.0
25,-28.822867393493652,0.7604165077209473,-24.617053985595703,1314585.546875,2296242.5
26,-24.617053985595703,0.7604165077209473,-28.822867393493652,1313969.421875,2295176.25
27,-19.805087566375732,0.7604165077209473,-32.318965435028076,1313164.265625,2290625.5
28,-14.505454063415527,0.7604165077209473,-35.01926326751709,1312725.53125,2282635.0
29,-8.848647832870483,0.7604165077209473,-36.85727119445801,1311966.46875,2272326.75
30,-2.973958730697632,0.7604165077209473,-37.78773021697998,1309655.8125,2260021.0
31,2.973958730697632,0.7604165077209473,-37.78773021697998,1306125.9375,2246146.25
32,8.848647832870483,0.7604165077209473,-36.85727119445801,1302088.71875,2231759.25
33,14.505454063415527,0.7604165077209473,-35.01926326751709,1298186.953125,2217904.0
34,19.805087566375732,0.7604165077209473,-32.318965435028076,1294948.1875,2205460.75
35,24.617053985595703,0.7604165077209473,-28.822867393493652,1292786.140625,2195071.0
36,28.822867393493652,0.7604165077209473,-24.617053985595703,1291875.84375,2187039.5
37,32.318965435028076,0.7604165077209473,-19.805087566375732,1292084.015625,2181300.25
38,35.01926326751709,0.7604165077209473,-14.505454063415527,1292992.1875,2177527.0
39,36.85727119445801,0.7604165077209473,-8.848647832870483,1294040.359375,2175305.75
40,37.78773021697998,0.7604165077209473,-2.973958730697632,1294715.0,2174289.5
41,35.247039794921875,2.28125,2.7740023136138916,1383707.65625,1817713.125
42,34.379140853881836,2.28125,8.25370168685913,1384199.46875,1818728.125
43,32.66471338272095,2.28125,13.5301673412323,1385401.78125,1820980.5
44,30.14597225189209,2.28125,18.473475456237793,1387688.5,1824852.625
45,26.884936809539795,2.28125,22.961905002593994,1391463.28125,1830762.75
46,22.961905002593994,2.28125,26.884936809539795,1396994.09375,1838970.125
47,18.473475456237793,2.28125,30.14597225189209,1404291.5625,1849436.125
48,13.5301673412323,2.28125,32.66471338272095,1413069.9375,1861747.875
49,8.25370168685913,2.28125,34.379140853881836,1422820.53125,1875209.25
50,2.7740023136138916,2.28125,35.247039794921875,1432904.0,1888965.375
51,-2.7740023136138916,2.28125,35.247039794921875,1442618.96875,1902044.125
52,-8.25370168685913,2.28125,34.379140853881836,1451190.3125,1913118.75
53,-13.5301673412323,2.28125,32.66471338272095,1458088.96875,1921897.5
54,-18.473475456237793,2.28125,30.14597225189209,1462984.75,1930348.75
55,-22.961905002593994,2.28125,26.884936809539795,1466485.96875,1936073.0
56,-26.884936809539795,2.28125,22.961905002593994,1469377.09375,1936700.875
57,-30.14597225189209,2.28125,18.473475456237793,1471138.21875,1937225.625
58,-32.66471338272095,2.28125,13.5301673412323,1471894.03125,1938681.75
59,-34.379140853881836,2.28125,8.25370168685913,1472154.25,1938884.0
60,-35.247039794921875,2.28125,2.7740023136138916,1472166.78125,1938719.625
61,-35.247039794921875,2.28125,-2.7740023136138916,1472166.78125,1938719.625
62,-34.379140853881836,2.28125,-8.25370168685913,1472154.25,1938884.0
63,-32.66471338272095,2.28125,-13.5301673412323,1471894.03125,1938681.75
