node_label,x,y,z,ux,uy,uz,umag,deformed_x,deformed_y,deformed_z
1,39.29999923706055,0.0,0.0,2.150903012174162e-30,-1.194705125859358e-30,-1.6587566529156765e-31,0.0,39.29999923706055,-1.194705125859358e-30,-1.6587566529156765e-31
2,36.308467864990234,0.0,15.039459228515625,1.9283127184561267e-30,-1.1943113822716065e-30,9.611973108086254e-31,0.0,36.308467864990234,-1.1943113822716065e-30,15.039459228515625
3,27.789297103881836,0.0,27.789297103881836,1.4042392508425842e-30,-1.186390995375314e-30,1.6046240801153944e-30,0.0,27.789297103881836,-1.186390995375314e-30,27.789297103881836
4,15.039459228515625,0.0,36.308467864990234,6.743157515808406e-31,-1.1759976504835356e-30,1.99116028882397e-30,0.0,15.039459228515625,-1.1759976504835356e-30,36.308467864990234
5,0.0,0.0,39.29999923706055,-1.2819879088867274e-31,-1.1780279643262758e-30,2.0939861399446353e-30,0.0,-1.2819879088867274e-31,-1.1780279643262758e-30,39.29999923706055
6,-15.039459228515625,0.0,36.308467864990234,-9.070162371114284e-31,-1.1866564690195037e-30,1.9043858600835572e-30,0.0,-15.039459228515625,-1.1866564690195037e-30,36.308467864990234
7,-27.789297103881836,0.0,27.789297103881836,-1.5558964538500802e-30,-1.1839611074928422e-30,1.4138356105645051e-30,0.0,-27.789297103881836,-1.1839611074928422e-30,27.789297103881836
8,-36.308467864990234,0.0,15.039459228515625,-1.960468037284452e-30,-1.1723335875722485e-30,6.790110991959911e-31,0.0,-36.308467864990234,-1.1723335875722485e-30,15.039459228515625
9,-39.29999923706055,0.0,0.0,-2.051689596252896e-30,-1.1673484570897333e-30,-1.6923822565681234e-31,0.0,-39.29999923706055,-1.1673484570897333e-30,-1.6923822565681234e-31
10,-36.308467864990234,0.0,-15.039459228515625,-1.8282977094271477e-30,-1.1736779769513969e-30,-9.692204829309538e-31,0.0,-36.308467864990234,-1.1736779769513969e-30,-15.039459228515625
11,-27.789297103881836,0.0,-27.789297103881836,-1.3302632284357322e-30,-1.177905148676502e-30,-1.6003684144072255e-30,0.0,-27.789297103881836,-1.177905148676502e-30,-27.789297103881836
12,-15.039459228515625,0.0,-36.308467864990234,-6.29535858523554e-31,-1.1728540024312445e-30,-1.9834001453175817e-30,0.0,-15.039459228515625,-1.1728540024312445e-30,-36.308467864990234
13,-0.0,0.0,-39.29999923706055,1.773929708618283e-31,-1.1719716293517433e-30,-2.0815003210688452e-30,0.0,1.773929708618283e-31,-1.1719716293517433e-30,-39.29999923706055
14,15.039459228515625,0.0,-36.308467864990234,9.824203440952074e-31,-1.1812273778305699e-30,-1.8737186230638247e-30,0.0,15.039459228515625,-1.1812273778305699e-30,-36.308467864990234
15,27.789297103881836,0.0,-27.789297103881836,1.6439634561786573e-30,-1.1896536034559083e-30,-1.3696965500075128e-30,0.0,27.789297103881836,-1.1896536034559083e-30,-27.789297103881836
16,36.308467864990234,0.0,-15.039459228515625,2.0505742872128357e-30,-1.1929056791071192e-30,-6.515199068528584e-31,0.0,36.308467864990234,-1.1929056791071192e-30,-15.039459228515625
17,36.25261306762695,1.4998990297317505,0.0,-0.0009800115367397666,-0.002251851372420788,-2.297904639745014e-19,0.002455861773341894,36.25163305609021,1.4976471783593297,-2.297904639745014e-19
18,33.49304962158203,1.4998990297317505,13.873274803161621,-0.0009102257317863405,-0.0022629464510828257,-0.00037899991730228066,0.0024684162344783545,33.492139395850245,1.4976360832806677,13.872895803244319
19,25.63446807861328,1.4998990297317505,25.63446807861328,-0.0007079225615598261,-0.0022959131747484207,-0.0007114391191862524,0.0025056968443095684,25.63376015605172,1.497603116557002,25.633756639494095
20,13.873274803161621,1.4998990297317505,33.49304962158203,-0.00039296684553846717,-0.0023421745281666517,-0.0009523634216748178,0.002558749867603183,13.872881836316083,1.4975568552035838,33.492097258160356
21,0.0,1.4998990297317505,36.25261306762695,8.097870249912376e-07,-0.002387092448771,-0.00105548114515841,0.0026100289542227983,8.097870249912376e-07,1.4975119372829795,36.251557586481795
22,-13.873274803161621,1.4998990297317505,33.49304962158203,0.00041565869469195604,-0.0024321842938661575,-0.0009950497187674046,0.0026605292223393917,-13.87285914446693,1.4974668454378843,33.492054571863264
23,-25.63446807861328,1.4998990297317505,25.63446807861328,0.0007806947687640786,-0.0024684732779860497,-0.0007704128511250019,0.0027011812198907137,-25.633687383844517,1.4974305564537644,25.633697665762156
24,-33.49304962158203,1.4998990297317505,13.873274803161621,0.0010284252930432558,-0.002493415493518114,-0.00041876977775245905,0.0027294957544654608,-33.49202119628899,1.4974056142382324,13.872856033383869
25,-36.25261306762695,1.4998990297317505,0.0,0.0011181400623172522,-0.002506634220480919,2.3936091781234577e-19,0.0027447135653346777,-36.251494927564636,1.4973923955112696,2.3936091781234577e-19
