node_label,x,y,z,ux,uy,uz,umag,deformed_x,deformed_y,deformed_z
1,39.29999923706055,0.0,0.0,9.58068897163121e-31,-1.3699632461658273e-30,5.068074304304724e-31,0.0,39.29999923706055,-1.3699632461658273e-30,5.068074304304724e-31
2,36.308467864990234,0.0,15.039459228515625,1.0943306976776715e-30,-1.3745449469871403e-30,-1.2308886992587422e-31,0.0,36.308467864990234,-1.3745449469871403e-30,15.039459228515625
3,27.789297103881836,0.0,27.789297103881836,1.070463648457672e-30,-1.376062651253374e-30,2.92821590791247e-31,0.0,27.789297103881836,-1.376062651253374e-30,27.789297103881836
4,15.039459228515625,0.0,36.308467864990234,8.78559305629434e-31,-1.3723638877488506e-30,6.717244448141139e-31,0.0,15.039459228515625,-1.3723638877488506e-30,36.308467864990234
5,0.0,0.0,39.29999923706055,5.4420446664821055e-31,-1.3627916021512346e-30,9.4252547642152e-31,0.0,5.4420446664821055e-31,-1.3627916021512346e-30,39.29999923706055
6,-15.039459228515625,0.0,36.308467864990234,1.2104126456123337e-31,-1.3560201904532098e-30,1.0543261798909394e-30,0.0,-15.039459228515625,-1.3560201904532098e-30,36.308467864990234
7,-27.789297103881836,0.0,27.789297103881836,-3.1168561850471184e-31,-1.3667936431982701e-30,1.0030340951498713e-30,0.0,-27.789297103881836,-1.3667936431982701e-30,27.789297103881836
8,-36.308467864990234,0.0,15.039459228515625,-6.846379085347332e-31,-1.3854453531220895e-30,8.128177622094142e-31,0.0,-36.308467864990234,-1.3854453531220895e-30,15.039459228515625
9,-39.29999923706055,0.0,0.0,-9.484892764807558e-31,-1.3887830047620402e-30,5.016844849902668e-31,0.0,-39.29999923706055,-1.3887830047620402e-30,5.016844849902668e-31
10,-36.308467864990234,0.0,-15.039459228515625,-1.0560271672363532e-30,-1.370337335488033e-30,1.0640648919787448e-31,0.0,-36.308467864990234,-1.370337335488033e-30,-15.039459228515625
11,-27.789297103881836,0.0,-27.789297103881836,-9.807197329079858e-31,-1.3455630867478428e-30,-3.090834031504095e-31,0.0,-27.789297103881836,-1.3455630867478428e-30,-27.789297103881836
12,-15.039459228515625,0.0,-36.308467864990234,-7.512484243986549e-31,-1.3356613806133523e-30,-6.649561834409494e-31,0.0,-15.039459228515625,-1.3356613806133523e-30,-36.308467864990234
13,-0.0,0.0,-39.29999923706055,-4.254039294185146e-31,-1.3388518603605801e-30,-9.065429360660133e-31,0.0,-4.254039294185146e-31,-1.3388518603605801e-30,-39.29999923706055
14,15.039459228515625,0.0,-36.308467864990234,-4.708104961466399e-32,-1.3452956382731437e-30,-1.0128569961430826e-30,0.0,15.039459228515625,-1.3452956382731437e-30,-36.308467864990234
15,27.789297103881836,0.0,-27.789297103881836,3.4045657154758483e-31,-1.3533123216666556e-30,-9.776052371155952e-31,0.0,27.789297103881836,-1.3533123216666556e-30,-27.789297103881836
16,36.308467864990234,0.0,-15.039459228515625,6.918477326058407e-31,-1.3624540001736784e-30,-8.03726959097895e-31,0.0,36.308467864990234,-1.3624540001736784e-30,-15.039459228515625
17,36.58738327026367,3.5999999046325684,0.0,-0.0029973105993121862,-0.002295279875397682,-1.7671891776461712e-19,0.0037752059288322926,36.58438595966436,3.5977046247571707,-1.7671891776461712e-19
18,33.80233383178711,3.5999999046325684,14.001384735107422,-0.002764903474599123,-0.002293745055794716,-0.0011528776958584785,0.0037729411851614714,33.79956892831251,3.5977061595767736,14.000231857411563
19,25.871187210083008,3.5999999046325684,25.871187210083008,-0.0021067478228360415,-0.002290816744789481,-0.0021244019735604525,0.0037681972607970238,25.86908046226017,3.597709087887779,25.869062808109447
20,14.001384735107422,3.5999999046325684,33.80233383178711,-0.0011305041844025254,-0.0022893024142831564,-0.0027686678804457188,0.0037662270478904247,14.00025423092302,3.597710602218285,33.799565163906664
21,0.0,3.5999999046325684,36.58738327026367,1.3156370187061839e-05,-0.002294248901307583,-0.0029982186388224363,0.003775323275476694,1.3156370187061839e-05,3.5977056557312608,36.58438505162485
22,-14.001384735107422,3.5999999046325684,33.80233383178711,0.001162003492936492,-0.00230855168774724,-0.002787166740745306,0.0038010473363101482,-14.000222731614485,3.597691352944821,33.799546665046364
23,-25.871187210083008,3.5999999046325684,25.871187210083008,0.0021416733507066965,-0.0023156118113547564,-0.0021410551853477955,0.0038122092373669147,-25.8690455367323,3.5976842928212136,25.86904615489766
24,-33.80233383178711,3.5999999046325684,14.001384735107422,0.0027873250655829906,-0.002311168471351266,-0.00115702033508569,0.0038012336008250713,-33.799546506721526,3.597688736161217,14.000227714772336
25,-36.58738327026367,3.5999999046325684,0.0,0.0030133568216115236,-0.0023089000023901463,-1.086969220881465e-19,0.0037962268106639385,-36.58436991344206,3.597691004630178,-1.086969220881465e-19
26,-33.80233383178711,3.5999999046325684,-14.001384735107422,0.0027873250655829906,-0.002311168471351266,0.00115702033508569,0.0038012336008250713,-33.799546506721526,3.597688736161217,-14.000227714772336
27,-25.871187210083008,3.5999999046325684,-25.871187210083008,0.0021416733507066965,-0.0023156118113547564,0.0021410551853477955,0.0038122092373669147,-25.8690455367323,3.5976842928212136,-25.86904615489766
28,-14.001384735107422,3.5999999046325684,-33.80233383178711,0.001162003492936492,-0.00230855168774724,0.002787166740745306,0.0038010473363101482,-14.000222731614485,3.597691352944821,-33.799546665046364
29,-0.0,3.5999999046325684,-36.58738327026367,1.3156370187061839e-05,-0.002294248901307583,0.0029982186388224363,0.003775323275476694,1.3156370187061839e-05,3.5977056557312608,-36.58438505162485
