node_label,x,y,z,ux,uy,uz,umag,deformed_x,deformed_y,deformed_z
1,39.29999923706055,0.0,0.0,1.4747597900557591e-30,-1.232463603080087e-30,6.32250639216891e-31,0.0,39.29999923706055,-1.232463603080087e-30,6.32250639216891e-31
2,36.308467864990234,0.0,15.039459228515625,1.627617878092055e-30,-1.2447683958258504e-30,-3.168424240596929e-32,0.0,36.308467864990234,-1.2447683958258504e-30,15.039459228515625
3,27.789297103881836,0.0,27.789297103881836,1.5515511684526046e-30,-1.2651453552984846e-30,5.939021108518233e-31,0.0,27.789297103881836,-1.2651453552984846e-30,27.789297103881836
4,15.039459228515625,0.0,36.308467864990234,1.2374795785343677e-30,-1.2870405832746409e-30,1.1571036006443507e-30,0.0,15.039459228515625,-1.2870405832746409e-30,36.308467864990234
5,0.0,0.0,39.29999923706055,7.1264937467753995e-31,-1.293510786300211e-30,1.5456561113030049e-30,0.0,7.1264937467753995e-31,-1.293510786300211e-30,39.29999923706055
6,-15.039459228515625,0.0,36.308467864990234,6.725595630207121e-32,-1.2749829264611942e-30,1.6651554564143776e-30,0.0,-15.039459228515625,-1.2749829264611942e-30,36.308467864990234
7,-27.789297103881836,0.0,27.789297103881836,-5.662971306555309e-31,-1.2466724145555383e-30,1.5120554046209083e-30,0.0,-27.789297103881836,-1.2466724145555383e-30,27.789297103881836
8,-36.308467864990234,0.0,15.039459228515625,-1.0809503746206796e-30,-1.2247639270031048e-30,1.1478256588321806e-30,0.0,-36.308467864990234,-1.2247639270031048e-30,15.039459228515625
9,-39.29999923706055,0.0,0.0,-1.4326886591607333e-30,-1.2222916272844554e-30,6.366101716058986e-31,0.0,-39.29999923706055,-1.2222916272844554e-30,6.366101716058986e-31
10,-36.308467864990234,0.0,-15.039459228515625,-1.5826248443990774e-30,-1.2379540080543596e-30,2.9149512182347683e-32,0.0,-36.308467864990234,-1.2379540080543596e-30,-15.039459228515625
11,-27.789297103881836,0.0,-27.789297103881836,-1.4805774526573007e-30,-1.256392812441358e-30,-6.01721311194397e-31,0.0,-27.789297103881836,-1.256392812441358e-30,-27.789297103881836
12,-15.039459228515625,0.0,-36.308467864990234,-1.1314540317907642e-30,-1.2684672082943603e-30,-1.145188883943964e-30,0.0,-15.039459228515625,-1.2684672082943603e-30,-36.308467864990234
13,-0.0,0.0,-39.29999923706055,-6.034373448675014e-31,-1.264095121625686e-30,-1.4923123657417856e-30,0.0,-6.034373448675014e-31,-1.264095121625686e-30,-39.29999923706055
14,15.039459228515625,0.0,-36.308467864990234,7.136970604663332e-33,-1.2481813731438019e-30,-1.5987091806211528e-30,0.0,15.039459228515625,-1.2481813731438019e-30,-36.308467864990234
15,27.789297103881836,0.0,-27.789297103881836,6.079046465785924e-31,-1.2348637744653699e-30,-1.4706528949126302e-30,0.0,27.789297103881836,-1.2348637744653699e-30,-27.789297103881836
16,36.308467864990234,0.0,-15.039459228515625,1.1192424322371339e-30,-1.229277355112522e-30,-1.13331488636789e-30,0.0,36.308467864990234,-1.229277355112522e-30,-15.039459228515625
17,35.031917572021484,3.191710948944092,0.0,-0.003372844308614731,-0.004561811685562134,-2.307888709738529e-19,0.005673288833349943,35.02854472771287,3.1871491372585297,-2.307888709738529e-19
18,32.365272521972656,3.191710948944092,13.406133651733398,-0.003128591924905777,-0.004580114968121052,-0.001297011156566441,0.005696295294910669,32.36214393004775,3.1871308339759707,13.404836640576832
