node_label,x,y,z,ux,uy,uz,umag,deformed_x,deformed_y,deformed_z
1,39.29999923706055,0.0,0.0,9.153640337536799e-31,-4.744021544833881e-31,3.8768838125147766e-31,0.0,39.29999923706055,-4.744021544833881e-31,3.8768838125147766e-31
2,38.8161506652832,0.0,6.147873878479004,9.65675474087518e-31,-4.747757265880794e-31,-2.4157835959539907e-31,0.0,38.8161506652832,-4.747757265880794e-31,6.147873878479004
3,37.376522064208984,0.0,12.144368171691895,9.923854328850943e-31,-4.750254956277421e-31,-8.965070472513765e-32,0.0,37.376522064208984,-4.750254956277421e-31,12.144368171691895
4,35.01655578613281,0.0,17.841827392578125,9.95239815287535e-31,-4.7526224018999775e-31,6.430876862063308e-32,0.0,35.01655578613281,-4.7526224018999775e-31,17.841827392578125
5,31.794368743896484,0.0,23.099960327148438,9.745589199955522e-31,-4.755943878737661e-31,2.1667673428735376e-31,0.0,31.794368743896484,-4.755943878737661e-31,23.099960327148438
6,27.789297103881836,0.0,27.789297103881836,9.310515230829177e-31,-4.76083111405064e-31,3.6403146340163105e-31,0.0,27.789297103881836,-4.76083111405064e-31,27.789297103881836
7,23.099960327148438,0.0,31.794368743896484,8.657003378269189e-31,-4.767137406143931e-31,5.030931974202922e-31,0.0,23.099960327148438,-4.767137406143931e-31,31.794368743896484
8,17.841827392578125,0.0,35.01655578613281,7.79777813352434e-31,-4.774033796401335e-31,6.3065229603819095e-31,0.0,17.841827392578125,-4.774033796401335e-31,35.01655578613281
9,12.144368171691895,0.0,37.376522064208984,6.7494835562067915e-31,-4.780282254172566e-31,7.435592807510562e-31,0.0,12.144368171691895,-4.780282254172566e-31,37.376522064208984
10,6.147873878479004,0.0,38.8161506652832,5.533788709179603e-31,-4.7844698352479355e-31,8.387770032947814e-31,0.0,6.147873878479004,-4.7844698352479355e-31,38.8161506652832
11,0.0,0.0,39.29999923706055,4.178247650223788e-31,-4.785342052056246e-31,9.135309208432336e-31,0.0,4.178247650223788e-31,-4.785342052056246e-31,39.29999923706055
